"pid","object_id","label","provenance_date","provenance_location","provenance_text","order","collection"
"4735","3802","Bouquet in a Glass Vase (Washington)",,,"Private Collection",,"provenance"
"4736","3802","Bouquet in a Glass Vase (Washington)","1982","Netherlands, Amsterdam","Gallery Waterman",,"provenance"
"4737","3802","Bouquet in a Glass Vase (Washington)","1989","United States, Washington, DC","Heinz Collection, Cat. #8",,"provenance"
"4745","3803","Bouquet of Flowers in a Chinese Vase (London)","Before 1984","Switzerland, Zürich","Sale, German Auction, Zürich",,"provenance"
"4746","3803","Bouquet of Flowers in a Chinese Vase (London)","1984","Switzerland","Private Collection",,"provenance"
"4747","3803","Bouquet of Flowers in a Chinese Vase (London)","Sep 11 1986","United States, New York, NY","Sale, Sotheby's",,"provenance"
"4748","3803","Bouquet of Flowers in a Chinese Vase (London)","Jan 10 1991","United States, New York, NY","Sale, Sotheby's, Lot #192 (as Jan Brueghel the Younger)",,"provenance"
"4749","3803","Bouquet of Flowers in a Chinese Vase (London)","1991-1993","England, London","Gallery of Richard Green",,"provenance"
"4750","3803","Bouquet of Flowers in a Chinese Vase (London)","Jul 7 2005","England, London","Sale, Sotheby's, (as Jan Brueghel the Younger)",,"provenance"
"4756","3804","Bouquet with Mourning Iris in a Stoneware Vase","ca. 1930-ca. 1938","Austria, Vienna","Acquired by Julius Kien by 1930 until his involuntary sale in 1938",,"provenance"
"4757","3804","Bouquet with Mourning Iris in a Stoneware Vase","1938","Germany, Berlin","Acquired by Johannes Hinrichsen from the above",,"provenance"
"4758","3804","Bouquet with Mourning Iris in a Stoneware Vase",,"Germany, Berlin","Acquired by Fritz Thyssen (from the above",,"provenance"
"4759","3804","Bouquet with Mourning Iris in a Stoneware Vase","Oct 1939","Germany, Berlin","Confiscated from the above by the National Socialists",,"provenance"
"4760","3804","Bouquet with Mourning Iris in a Stoneware Vase","After 1951","Germany, Berlin","Restituted to Fritz Thyssen's widow, Amélie, and his daugher, Anita",,"provenance"
"4761","3804","Bouquet with Mourning Iris in a Stoneware Vase","1987","Germany, Bavaria","Purchased from Anita Amélie, Countess Zichy-Thyssen, by the Free State of Bavaria in 1987",,"provenance"
"4762","3804","Bouquet with Mourning Iris in a Stoneware Vase","1992","Germany, Munich","Bayerische Staatsgemäldesammlungen (accessioned in 1992)",,"provenance"
"4763","3804","Bouquet with Mourning Iris in a Stoneware Vase","2012",,"Restituted to the heirs of Julius Kien",,"provenance"
"4840","3805","Cleansing the Child of Israel","Before 1731",,"Collection of Bikker van Zweiten",,"provenance"
"4841","3805","Cleansing the Child of Israel","Apr 12 1731","Netherlands, The Hague","Sale, Lot #46",,"provenance"
"4842","3805","Cleansing the Child of Israel","Before 1733",,"Collection of Adriaan Bout",,"provenance"
"4843","3805","Cleansing the Child of Israel","Aug 11 1733","Netherlands, The Hague","Sale, Lot #101",,"provenance"
"4844","3805","Cleansing the Child of Israel","ca. 1750","Netherlands, Amsterdam","Collection of Jacob Halfwassenaar",,"provenance"
"4845","3805","Cleansing the Child of Israel","Before 1889","Belgium, Brussels","Collection de Burtin",,"provenance"
"4846","3805","Cleansing the Child of Israel","1889","Germany, Lützschena","Collection Speck von Sternburg",,"provenance"
"4853","3806","Coastal Landscape with Sacrifice of Jonah (London)","1627","Italy, Rome","Probably in the Collection of Francesco Maria del Monte",,"provenance"
"4854","3806","Coastal Landscape with Sacrifice of Jonah (London)","1620s","Italy, Rome","Probably acquired by Maffeo Barberini",,"provenance"
"4855","3806","Coastal Landscape with Sacrifice of Jonah (London)","1644","Italy, Rome","Cardinal Antonio Barberini, Palazzo Barberini, manuscript inventory of 1644 (IV, inv.44, p.31, #364)",,"provenance"
"4856","3806","Coastal Landscape with Sacrifice of Jonah (London)","1934","Italy, Rome","By descent in Barberini Collection until 1934",,"provenance"
"4857","3806","Coastal Landscape with Sacrifice of Jonah (London)",,"Italy, Rome","Castellani",,"provenance"
"4858","3806","Coastal Landscape with Sacrifice of Jonah (London)","Before 1934","Netherlands, Amsterdam","Galerie de Boer",,"provenance"
"4859","3806","Coastal Landscape with Sacrifice of Jonah (London)","1979","Germany, Kettwig","Girardet Collection",,"provenance"
"4860","3806","Coastal Landscape with Sacrifice of Jonah (London)","Dec 3 2008","England, London","Sale, Sotheby's, Lot #10 (for 1,071,650 GBP)",,"provenance"
"4863","3807","Coastal Landscape with Scipio's Grave (Germany)","Before 1963","England, Winchcombe","Major Henry Dent-Brocklehurst (1855-1932) of Sudeley Castle",,"provenance"
"4864","3807","Coastal Landscape with Scipio's Grave (Germany)","1972",,"Mark Dent-Brocklehurst",,"provenance"
"4865","3807","Coastal Landscape with Scipio's Grave (Germany)","1972",,"Elizabeth Brocklehurst, married to Lord Ashcombe",,"provenance"
"4866","3807","Coastal Landscape with Scipio's Grave (Germany)","Jul 5 1985","England, London","Sale, Christie's, London, Lot #13",,"provenance"
"4867","3807","Coastal Landscape with Scipio's Grave (Germany)","1986","France, Paris","Galerie d'Art St. Honoré, inv. #4",,"provenance"
"4899","3808","Crossing in the Forest","18th century","France, Touraine","Étienne François de Choiseul-Stainville, duc de Choiseul, chateau de Chanteloup",,"provenance"
"4900","3808","Crossing in the Forest","Apr 4 1772","France, Paris","Sale, Duc de Choiseul, Lot #96",,"provenance"
"4901","3808","Crossing in the Forest","From early 19th Century","France","Private Collection",,"provenance"
"4902","3808","Crossing in the Forest","Jun 15 1990","Monaco","Sale, Sotheby's, Lot #237",,"provenance"
"4903","3808","Crossing in the Forest","1990","Switzerland, Zürich","Gallery David H. Koetser, 1990, inv. #6",,"provenance"
"4904","3808","Crossing in the Forest","2005","Netherlands, Amsterdam","Salomon Lilian Gallery",,"provenance"
"4936","3809","Diana and Actaeon","Before 1995","United States, New York, NY","Jack Kilgore Gallery",,"provenance"
"4937","3809","Diana and Actaeon","1995","France, Paris","Galerie Moatti",,"provenance"
"4938","3809","Diana and Actaeon","1995-2003","United States, Los Angeles, CA","LACMA, on loan",,"provenance"
"4939","3809","Diana and Actaeon","Jan 22 2004","United States, New York, NY","Sale, Sotheby's, Lot #29 (as ""Jan Brueghel the Elder and Hendrick van Balen"")",,"provenance"
"4940","3809","Diana and Actaeon","2007","England, London","Johnny van Haeften Ltd.",,"provenance"
"4941","3809","Diana and Actaeon","2013",,"Private Collection",,"provenance"
"4958","3810","Diana and Callisto","Before 1956",,"European Private Collection",,"provenance"
"4959","3810","Diana and Callisto","Feb 22 1956",,"Sale, Sotheby's, Lot #134 (as ""Rottenheimer"")",,"provenance"
"4960","3810","Diana and Callisto",,"Germany, Munich","Julius Böhler, inv. #19",,"provenance"
"4961","3810","Diana and Callisto","1963","Switzerland, Lugano","Martin Schönemann Collection",,"provenance"
"4962","3810","Diana and Callisto","1965","Belgium, Brussels","Robert Finck Gallery, inv. #34",,"provenance"
"4963","3810","Diana and Callisto","Mar 29 1974","England, London","Sale, Christie's, Lot #4",,"provenance"
"4964","3810","Diana and Callisto","Dec 13 1978","England, London","Sale, Sotheby's, London, Lot #208",,"provenance"
"4965","3810","Diana and Callisto","Nov 1979","Austria, Vienna","Sale, Dorotheum, Lot #112 (as ""Rottenheimer"")",,"provenance"
"4966","3810","Diana and Callisto","Dec 12 1980","England, London","Sale, Christie's, London, Lot #123",,"provenance"
"4967","3810","Diana and Callisto","1981","United States, New York, NY","Noortman and Brodi",,"provenance"
"4968","3810","Diana and Callisto","1982","United States, Austin, TX","University of Texas, Jack S. Blanton Museum of Art",,"provenance"
"4971","3811","Diana and Her Nymphs Fishing (Allegory of Air, Water & Earth)","1751","Germany, Munich","Maximilian Joseph III, Elector Bavaria, Nymphenburg, by 1751, inv. #156",,"provenance"
"4972","3811","Diana and Her Nymphs Fishing (Allegory of Air, Water & Earth)","1799","Germany, Munich","Carl Theodor, Elector of the Palatinate, Munich Residence, inv. #389",,"provenance"
"4973","3811","Diana and Her Nymphs Fishing (Allegory of Air, Water & Earth)","1923","Germany","Sale to Galerie de Boer",,"provenance"
"4974","3811","Diana and Her Nymphs Fishing (Allegory of Air, Water & Earth)",,,"Crown Prince Ruprecht, son of King Ludwig III",,"provenance"
"4975","3811","Diana and Her Nymphs Fishing (Allegory of Air, Water & Earth)","1930-1954","Germany, Munich","Loaned by him to the Alte Pinakothek, inv. #849; deaccessioned in 1954",,"provenance"
"4976","3811","Diana and Her Nymphs Fishing (Allegory of Air, Water & Earth)","1954","Netherlands, Amsterdam","Sale to Galerie de Boer",,"provenance"
"4977","3811","Diana and Her Nymphs Fishing (Allegory of Air, Water & Earth)","Until 1977","United States, San Simeon, CA","Hearst Collection",,"provenance"
"4978","3811","Diana and Her Nymphs Fishing (Allegory of Air, Water & Earth)","1978","Germany, Solingen","Gallery Kurt Mullenmeister",,"provenance"
"4979","3811","Diana and Her Nymphs Fishing (Allegory of Air, Water & Earth)","1997","United States, New York, NY","Sale, Christie's, New York, Jan 31, 1997, inv. #14 (as ""Jan Brueghel and Hendrick van Balen"")",,"provenance"
"4980","3812","Diana and Nymphs Resting from the Hunt",,,"Destined by Infanta Isabela for Tervueren Castle but never went there",,"provenance"
"4981","3812","Diana and Nymphs Resting from the Hunt","1640","Belgium, Antwerp","Rubens Estate, inv. #269 (as ""Une Diane allant à la chasse ou les figures sont de Monsr Rubens et les bestes et le paysage de Breugel"")",,"provenance"
"4982","3812","Diana and Nymphs Resting from the Hunt","1677",,"Mentioned in Roger de Piles ""Conversations"" as ""being in Richelieu Collection""",,"provenance"
"5006","3813","Fantastic Cave with Odysseus and Calypso","1926","France, Paris","Collection of  Adolphe Schloss (as 'Jan Brueghel the Younger')",,"provenance"
"5007","3813","Fantastic Cave with Odysseus and Calypso","Dec 5 1951","France, Paris","Charpentier, inv. #10 (as ""Hendrick de Clerck and Cornelis van Dalem"")",,"provenance"
"5008","3813","Fantastic Cave with Odysseus and Calypso",,"France","Private Colelction",,"provenance"
"5009","3813","Fantastic Cave with Odysseus and Calypso","1983","England, London","Harari & Johns Gallery",,"provenance"
"5010","3813","Fantastic Cave with Odysseus and Calypso","1993","England, London","Johnny van Haeften Ltd.",,"provenance"
"5030","3814","Feast of the Gods with Marriage of Bacchus and Ariadne","16th century-17th century","Czech Republic, Prague","Rudolf II von Habsburg",,"provenance"
"5031","3814","Feast of the Gods with Marriage of Bacchus and Ariadne","Until 1776","France, Paris","Marquis d'Arcambal",,"provenance"
"5032","3814","Feast of the Gods with Marriage of Bacchus and Ariadne","Feb 22 1776","France, Paris","Sale of Marquis d'Arcambal to Fournel, Lot #14 (on copper, ""hauteur douze pouces, largeur dix-sept pouces"")",,"provenance"
"5033","3814","Feast of the Gods with Marriage of Bacchus and Ariadne","1793","France, Paris","Renaud-César-Louis de Choiseul, duc de Praslin",,"provenance"
"5034","3814","Feast of the Gods with Marriage of Bacchus and Ariadne","Feb 18 1793","France, Paris","Sale of Renaud-César-Louis, Lot #72 (on copper, ""hauteur onze pouces, largeur quatorze pouces"" approx. 30 x 38 cm.)",,"provenance"
"5035","3814","Feast of the Gods with Marriage of Bacchus and Ariadne","19th century-20th century","France","Maurice Abram de Zincourt and by descent into the present owners",,"provenance"
"5042","3815","Fire: The Forge of Vulcan","Before 1931","England, London","Collection of E. M. Marr",,"provenance"
"5043","3815","Fire: The Forge of Vulcan","Apr 24 1931","England, London","Sale, Christie's, Lot #155",,"provenance"
"5044","3815","Fire: The Forge of Vulcan","Apr 11 1986","England, London","Sale, Christie's, Lot #68 (for 40,000 pounds)",,"provenance"
"5045","3815","Fire: The Forge of Vulcan","Apr 4 1987","Monaco","Sale, Christie's, Lot #12",,"provenance"
"5046","3815","Fire: The Forge of Vulcan","Dec 9 1988","England, London","Sale, Christie's, Lot #66",,"provenance"
"5047","3815","Fire: The Forge of Vulcan","Before 1990","Germany, Düsseldorf","Gallery Lingenauber, inv. #15",,"provenance"
"7141","3816","Flooded Forest Landscape","Before 1786","France, Paris","Claude Guillaume Debesse",,"provenance"
"7142","3816","Flooded Forest Landscape","Jan 12 1786","France, Paris","Sale from Debesse to Boileau",,"provenance"
"7143","3816","Flooded Forest Landscape","Before 1832",,"Purchased by P. Collin",,"provenance"
"7144","3816","Flooded Forest Landscape","19th century-20th century","Netherlands, Amsterdam","Nicolaas Beets (dealer)",,"provenance"
"7145","3816","Flooded Forest Landscape","1929","Netherlands, Haarlem","Franz W. Koenigs",,"provenance"
"7146","3816","Flooded Forest Landscape","1935-1940","Netherlands, Rotterdam","On loan to Museum Boijmans Van Beuningen ",,"provenance"
"7147","3816","Flooded Forest Landscape",,"Netherlands, Rotterdam","Purchased with the Koenigs collection by D.G. van Benuningen",,"provenance"
"7148","3816","Flooded Forest Landscape","1940","Netherlands, Rotterdam","On loan to Museum Boijmans Van Beuningen ",,"provenance"
"5077","3817","Flora and Zephyr","1632","Netherlands, The Hague","Collection of Frederik Hendrik and his wife Amalia van Solms",,"provenance"
"5078","3817","Flora and Zephyr",,"Germany","Collection of their daughter, Albertine Agnes of Orange-Nassau",,"provenance"
"5079","3817","Flora and Zephyr",,"Germany","Collection of her sister, Henriette Catharina of Anhalt-Dietz",,"provenance"
"5080","3817","Flora and Zephyr",,"Germany","Collection of her daughter, Marie Eleonore, Duchess of Razivill",,"provenance"
"5081","3817","Flora and Zephyr","1756","Germany","Purhcased by her niece, Anna Wilhelmine of Anhalt-Dietz",,"provenance"
"5082","3817","Flora and Zephyr","1768","Germany, Dessau","Schloss Mosigkau",,"provenance"
"5119","3818","Flowers in Earthenware Vase (Private Collection)","Before 1918","Wales, Margam","Collection of Miss Emily Charlotte Mansel Talbot",,"provenance"
"5120","3818","Flowers in Earthenware Vase (Private Collection)",,,"By inheritance via her niece",,"provenance"
"5121","3818","Flowers in Earthenware Vase (Private Collection)","1989","England, London","Sale, Sotheby's, Decemer 6, 1989, Lot #20 (as ""Jan Brueghel the Younger"")",,"provenance"
"5122","3818","Flowers in Earthenware Vase (Private Collection)","Jul 3 2013","England, London","Sale, Sotheby's, Lot #24 (for 722,500 pounds as ""Jan Brueghel the Elder"")",,"provenance"
"5128","3819","Flowers in a Blue Painted Vase","ca. 1860-ca. 1918","Italy, Turin","Gattino Collection, Palazzo Valperga Galleani",,"provenance"
"5129","3819","Flowers in a Blue Painted Vase",,,"Acquired by P. Accorsi",,"provenance"
"5130","3819","Flowers in a Blue Painted Vase","1918-1950","Italy, Turin","Guglielmetti Family Collection",,"provenance"
"5131","3819","Flowers in a Blue Painted Vase",,"Switzerland","Inherited by Ida and Bruno Jacond",,"provenance"
